	ios_all_ratings	ios_current_ratings	ios_file_size	android_avg_rating	android_file_size	android_ratings_1	android_ratings_2	android_ratings_3	android_ratings_4	android_ratings_5	android_total_ratings
22-07-16 2:00	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 2:10	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 2:20	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 2:30	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 2:40	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 2:50	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 3:00	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 3:10	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 3:20	109777.0	8196.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 3:30	109777.0	8196.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 3:40	109777.0	8196.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 3:50	109777.0	8196.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 4:00	109777.0	8196.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 4:10	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 4:20	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 4:30	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
